altura,6tado,idade,peso,sexo,renda,tempo_carteira_assinada,estado_civil,score
1.98,17,52,77,1,1450,42,1,482
1.96,22,62,100,1,1556,52,3,727
1.72,23,65,52,0,2044,4,2,306
1.81,15,53,102,1,1836,23,2,77
1.61,8,31,84,0,1111,2,0,136
1.55,15,26,55,0,2091,31,2,268
1.7,16,30,77,1,2006,35,1,941
1.71,25,22,52,1,1653,5,0,308
1.59,13,62,55,0,1962,45,0,526
1.75,24,32,84,1,1369,38,2,274
1.87,17,65,80,1,1678,4,1,258
1.64,19,76,50,0,1192,14,3,253
1.56,16,59,58,0,1542,54,0,113
1.91,9,46,57,1,1035,26,1,366
1.64,10,20,102,1,1343,22,0,247
1.91,13,23,87,1,1565,49,0,635
1.94,23,30,67,1,2572,25,1,576
1.62,11,49,90,1,1370,57,0,525
1.87,13,55,110,1,1085,23,2,661
1.74,18,79,107,1,4867,54,1,794
1.82,22,57,86,0,2253,16,1,651
1.87,18,65,88,1,2000,16,1,526
1.62,7,47,58,0,1555,55,3,276
1.81,26,67,77,1,3964,9,0,538
1.55,0,64,61,0,1599,54,3,536
1.51,2,21,71,0,1599,40,2,25
1.85,22,34,83,1,1586,22,1,910
1.58,24,57,89,0,1470,58,3,351
1.59,21,66,55,0,1258,13,0,549
1.72,13,79,79,1,924,11,0,18
1.81,17,41,80,0,1596,57,0,214
1.93,7,51,78,1,1424,56,1,321
1.51,11,25,83,0,1888,4,1,396
1.96,12,72,66,1,1545,53,0,443
1.86,5,63,107,1,1159,47,0,332
1.82,5,79,53,1,1373,48,2,536
1.54,9,47,61,0,3943,7,0,636
1.63,19,46,45,0,2998,29,3,589
1.77,16,18,50,0,2967,11,0,701
1.75,18,65,84,0,1170,4,3,765
1.79,7,65,108,1,1165,54,0,664
1.74,21,50,109,1,1950,42,2,304
1.86,19,42,71,1,1058,53,0,152
1.84,24,68,88,0,1493,18,1,242
1.7,23,45,80,1,1482,3,3,466
1.77,8,46,66,0,1439,7,2,547
1.75,8,43,82,0,1594,36,0,835
1.69,20,66,81,0,2894,37,0,385
1.72,2,53,78,0,1446,40,2,333
1.78,0,41,63,0,1599,10,2,292
1.57,3,79,68,0,1282,34,1,512
1.74,11,70,77,0,1377,50,1,109
1.86,3,69,68,1,2888,56,1,258
1.65,19,75,63,0,1186,49,0,668
1.78,21,26,61,0,4965,20,3,281
1.69,25,40,92,1,1158,7,0,439
1.66,21,40,83,1,1331,47,2,317
1.66,5,31,66,0,896,27,2,180
1.66,21,76,87,0,3203,7,1,729
1.7,1,79,104,1,1534,23,3,274
1.56,0,75,78,0,1961,56,0,267
1.98,19,67,66,1,1341,44,1,937
1.77,11,43,79,0,3487,18,2,674
1.66,19,33,90,1,3108,42,1,448
1.74,24,58,54,0,1979,15,0,18
2,6,68,51,1,1537,23,1,760
1.78,0,76,54,0,1625,13,2,516
1.93,6,19,94,1,1853,34,1,253
1.87,15,60,82,1,1060,30,0,556
1.52,22,62,78,0,5725,50,1,573
1.55,4,36,73,0,1503,45,1,513
1.71,24,62,72,1,2283,56,1,620
1.74,18,67,86,0,1178,31,1,382
1.81,6,45,100,1,2786,3,0,618
1.79,20,32,89,1,2244,18,0,734
1.64,26,35,79,1,1554,14,1,597
1.64,4,55,83,0,1625,58,2,310
1.76,9,25,79,1,1277,10,2,435
1.72,3,49,86,0,1835,56,1,710
1.72,22,36,75,1,1361,20,0,560
1.61,25,63,99,1,988,1,0,451
1.5,4,78,48,0,1977,9,0,714
1.95,17,29,53,1,1308,21,2,649
1.6,4,62,87,1,1388,54,2,561
1.6,1,61,97,1,2175,19,1,833
1.99,17,43,97,1,2444,59,1,290
1.73,19,54,58,1,5297,31,2,723
1.67,14,54,57,1,1041,43,0,680
1.63,16,38,56,1,1380,13,0,79
1.83,22,33,83,1,2038,14,0,979
1.73,5,40,71,0,2592,1,2,706
1.69,9,49,72,0,1716,54,0,536
1.93,24,52,95,1,2091,35,3,600
1.74,18,75,93,1,2335,2,1,619
1.91,9,56,69,1,2262,3,1,689
1.85,3,51,53,1,1241,10,0,303
1.62,3,22,68,0,1608,34,1,496
1.66,7,79,53,0,1986,21,1,345
1.9,20,26,95,1,1273,12,1,943
1.75,2,52,61,0,2804,54,1,496
1.61,0,27,70,1,2251,42,0,362
1.71,19,50,99,1,1039,36,2,548
1.72,12,24,53,1,2010,43,0,327
1.83,24,50,93,1,1404,34,3,746
1.61,10,34,58,1,940,25,3,550
1.79,25,56,94,1,1607,27,2,872
1.81,0,62,86,0,3268,56,0,392
1.87,18,74,76,1,1550,20,1,466
1.81,18,26,84,0,1620,38,0,81
1.9,20,27,81,1,2095,21,0,178
1.84,20,71,90,0,1759,23,2,545
1.81,12,43,51,0,1028,7,1,572
1.68,12,79,104,1,1197,46,1,725
1.71,10,76,53,1,1108,51,0,606
1.67,8,63,51,1,1345,33,0,697
1.5,13,80,48,0,1076,58,2,38
1.68,6,45,54,0,1110,54,0,394
1.64,2,79,86,1,1296,6,1,967
1.83,7,71,63,0,2454,44,3,633
1.85,3,79,47,0,1610,38,1,625
1.57,12,20,83,0,2875,22,1,261
1.9,19,41,58,1,2983,35,1,419
1.56,17,23,69,0,4845,31,0,522
1.72,19,52,68,1,1437,48,0,807
1.9,10,61,71,1,1283,15,2,914
1.53,24,26,68,0,1066,36,0,896
1.81,17,23,72,0,1570,13,1,415
1.6,19,31,104,1,2316,51,1,507
1.63,19,73,60,1,1305,56,1,133
1.74,15,25,109,1,1524,3,1,565
1.78,9,27,63,0,1069,29,0,106
1.62,19,65,70,1,4024,5,0,361
1.81,7,36,69,1,1922,46,2,600
2,19,79,88,1,3321,7,2,734
1.84,18,20,52,0,1175,14,2,423
1.83,4,37,89,0,1153,59,1,595
1.59,10,79,74,0,1890,18,3,684
1.66,16,28,74,0,1013,4,2,6
1.85,12,37,84,1,1623,26,0,152
1.84,12,49,83,0,2143,56,0,616
1.64,13,37,47,0,1147,43,2,599
1.76,15,58,54,0,1604,4,2,431
1.85,19,58,81,0,1409,33,0,986
1.65,15,45,51,0,1523,36,0,678
1.81,22,71,99,1,1891,12,0,32
1.65,7,39,47,0,2025,33,1,467
1.85,21,52,59,0,1754,58,1,574
1.72,23,64,88,1,6815,42,0,496
1.62,18,79,108,1,1574,32,2,765
1.61,6,33,82,0,6841,9,1,389
1.71,4,49,57,0,1009,54,2,403
1.63,6,56,68,0,1097,9,1,562
1.96,10,62,63,1,2248,9,3,563
1.74,1,60,72,0,2203,44,0,810
1.7,15,28,97,1,8721,36,0,370
1.66,1,60,57,0,1769,46,0,604
1.63,11,74,46,0,1552,15,1,181
1.92,6,38,63,1,2090,43,0,805
1.61,3,23,107,1,1572,18,2,664
1.64,5,27,92,1,2463,31,2,869
1.83,5,71,71,1,3028,36,0,110
1.87,25,66,96,1,2886,50,0,381
1.7,22,35,83,1,1703,59,1,711
1.95,26,66,81,1,903,16,1,790
1.77,10,55,74,1,1520,10,2,428
1.82,21,39,89,1,1599,35,0,40
1.72,12,37,57,0,3396,44,1,424
1.72,18,37,68,1,1367,35,0,375
1.91,16,47,69,1,1179,58,0,667
1.73,25,47,82,1,3700,26,0,11
1.85,25,45,85,1,4771,34,3,285
1.74,14,58,76,1,1635,36,0,655
1.85,3,42,106,1,1899,27,3,453
1.79,4,34,105,1,1355,7,0,583
1.87,13,67,73,1,1510,6,1,747
1.64,12,33,62,0,1437,24,3,427
1.63,14,67,54,1,4931,29,2,326
1.77,4,45,88,1,1216,41,1,719
1.79,18,64,89,1,4709,8,0,397
1.77,0,51,61,0,2780,53,3,299
1.6,4,60,61,0,3000,48,2,262
1.82,5,23,57,0,1750,29,2,424
1.87,3,42,85,1,1380,59,3,278
1.66,11,24,80,0,1347,24,1,366
1.59,23,54,82,0,1628,12,3,476
1.67,14,60,102,1,1881,30,1,531
1.95,17,69,81,1,1426,49,2,293
1.61,14,18,85,1,1205,7,0,254
1.68,21,52,99,1,1220,43,2,270
1.76,12,18,81,1,1248,47,3,392
1.86,10,74,60,1,1452,55,2,589
1.7,11,67,51,1,1818,56,0,496
1.96,23,68,109,1,929,11,0,580
1.92,12,23,109,1,1495,5,3,301
1.9,19,49,88,1,2024,12,0,579
1.76,5,29,90,1,1449,23,1,911
1.79,14,38,54,0,1489,8,3,437
1.85,25,49,110,1,1712,56,0,284
1.85,11,47,79,0,1102,44,2,438
1.91,11,28,94,1,8796,46,0,612
1.7,1,37,71,1,3454,12,1,554
1.5,7,18,83,0,2205,11,1,571
1.65,4,72,69,0,1297,35,1,354
1.56,11,76,66,0,1973,13,0,522
1.61,10,64,73,0,2647,9,0,311
1.76,5,74,75,0,1695,59,1,649
1.7,23,44,57,1,1551,34,3,987
1.95,20,33,109,1,1610,3,2,119
1.68,4,77,85,0,1226,29,0,635
1.6,9,34,56,0,1531,30,1,378
1.78,12,59,66,0,1070,7,0,320
1.68,25,36,53,1,1422,23,0,525
1.52,9,43,77,0,1030,1,1,950
1.72,22,62,58,0,3642,34,0,951
1.78,4,77,96,1,1248,52,3,255
1.87,9,60,67,1,1447,47,0,223
1.77,18,42,98,1,3272,44,1,380
1.69,12,63,54,0,1196,37,2,736
1.63,9,27,50,0,1265,54,0,583
1.79,22,32,81,1,1320,35,3,565
1.84,0,41,87,0,6841,14,0,53
1.53,1,33,61,0,4637,21,3,582
1.69,5,22,73,1,2114,22,3,621
1.52,0,63,70,0,3187,40,1,186
1.94,12,50,53,1,928,9,3,358
1.66,9,69,49,0,2701,38,1,474
1.59,13,49,76,0,1731,42,2,639
1.64,1,51,81,0,1653,7,3,524
1.92,10,31,73,1,1433,26,2,350
2,23,25,59,1,2162,44,1,491
1.65,11,32,57,0,1335,30,3,608
1.79,23,50,61,0,1770,4,3,93
1.84,25,37,110,1,1131,57,0,860
1.8,23,53,90,1,2025,42,2,141
1.84,26,78,76,0,2467,17,0,797
1.8,24,63,63,0,1110,41,3,698
1.61,12,53,58,0,1622,3,3,717
1.94,25,34,89,1,1405,1,2,569
1.81,20,59,80,0,2093,27,0,524
1.61,7,64,58,0,1327,19,0,720
1.75,8,19,109,1,2829,18,1,649
1.95,18,29,77,1,1407,46,2,693
1.76,13,52,62,0,1588,58,2,287
1.82,17,75,78,0,1211,5,2,62
1.81,22,64,60,0,1381,54,0,937
1.8,17,35,72,1,1617,7,2,577
1.77,4,27,78,0,2006,4,1,480
1.76,16,61,53,0,3713,3,1,670
1.94,23,59,93,1,1654,33,3,565
1.53,7,62,66,0,1068,34,2,3
1.53,25,79,53,0,1130,48,3,477
1.88,13,48,59,1,1166,52,3,478
1.57,17,77,82,0,1129,28,0,284
1.74,26,24,48,0,1359,6,2,679
1.86,9,74,106,1,1326,20,2,580
1.92,9,21,100,1,1001,49,2,558
1.73,18,78,81,1,1363,21,2,599
1.67,17,26,75,0,2126,6,2,738
1.84,17,25,74,1,1635,28,0,568
1.51,3,56,74,0,1821,35,0,222
1.84,23,72,89,1,1363,33,1,557
1.58,1,70,62,0,1122,30,0,921
1.82,22,53,47,0,979,10,0,673
1.63,4,52,72,0,1884,16,0,257
1.77,15,50,59,0,4360,59,0,435
1.75,5,22,63,1,2543,51,0,443
1.8,11,67,71,0,1697,4,1,466
1.89,18,77,52,1,2061,28,0,715
1.81,3,23,72,1,1076,2,2,575
1.86,22,18,53,1,4522,12,3,112
1.82,7,46,53,0,4266,46,1,540
1.68,6,76,82,0,3615,36,0,333
1.68,6,69,74,1,1984,35,1,722
1.73,18,30,66,1,5865,25,0,357
1.69,6,71,97,1,1609,16,0,620
1.69,0,29,85,1,1159,36,0,791
1.99,20,65,67,1,1838,32,0,664
1.95,19,42,64,1,2844,37,1,744
1.66,10,67,68,0,1831,59,2,599
1.88,2,24,68,1,3371,40,2,593
1.83,5,75,52,0,1962,30,2,600
1.62,7,66,77,0,1248,46,2,393
1.74,9,19,101,1,1873,23,0,965
1.61,25,33,106,1,2117,46,2,153
1.82,6,52,106,1,1625,13,2,510
1.84,12,33,85,0,1612,47,2,680
1.83,25,47,51,0,2454,8,0,413
1.57,26,35,76,0,2777,41,3,724
1.7,7,41,84,0,1129,4,1,533
1.62,24,46,58,0,1414,54,1,522
1.78,21,70,79,1,3428,15,2,548
1.82,3,73,90,0,1468,53,3,754
1.82,14,77,67,1,3796,25,3,336
1.6,21,77,49,0,1064,20,2,820
1.76,8,34,85,1,2090,4,2,657
1.71,2,43,94,1,4729,10,0,241
1.65,0,25,67,1,1045,20,1,354
1.69,6,63,63,1,1818,55,3,12
1.58,9,69,58,0,1494,24,1,703
1.81,18,23,88,0,1447,23,0,778
1.97,4,70,58,1,1391,47,3,333
1.98,12,60,58,1,2019,41,2,452
1.71,25,78,58,0,1096,7,0,351
1.57,3,21,61,0,1495,26,0,418
1.96,25,41,70,1,2279,21,2,714
1.89,16,38,66,1,1392,11,0,615
1.72,15,20,84,1,4864,1,0,268
1.7,4,24,71,1,1654,26,1,577
1.76,4,28,57,0,1550,1,1,676
1.7,23,66,51,0,1045,29,2,522
1.65,13,67,73,1,2505,34,2,599
1.93,13,51,79,1,1740,17,0,541
1.84,13,71,73,0,2060,30,2,744
1.55,12,58,76,0,1437,27,1,256
1.7,9,76,69,0,1623,36,1,988
1.67,18,49,52,1,1504,7,0,261
1.83,6,79,56,0,1644,44,0,318
1.61,15,70,80,1,1224,37,0,285
1.96,3,48,82,1,1739,28,3,632
1.83,19,78,84,0,2598,54,0,864
1.5,12,76,81,0,1066,11,2,16
1.78,11,68,64,0,2789,17,0,650
1.66,4,79,82,1,2947,43,1,690
1.54,24,54,64,0,2305,15,0,340
1.84,4,28,64,1,1497,34,3,702
1.62,22,74,51,0,1397,5,0,554
1.55,21,39,84,0,1899,7,0,661
1.67,25,42,109,1,1220,11,2,844
1.99,13,19,104,1,1393,53,0,301
1.99,20,34,59,1,1218,12,1,467
2,8,32,78,1,1218,46,0,853
1.84,8,70,81,0,1835,52,1,428
1.85,20,43,78,1,1604,13,2,292
1.9,3,22,59,1,1507,22,0,493
1.51,13,34,86,0,1168,25,2,668
1.7,4,58,61,0,2260,53,0,838
1.75,8,31,80,1,989,2,0,623
1.92,2,21,95,1,1059,5,2,514
1.75,5,39,56,0,1414,30,2,846
1.52,14,33,86,0,1461,40,0,367
1.71,23,48,73,0,2084,6,2,743
1.79,17,42,59,0,1107,37,1,455
1.86,20,37,73,1,1023,35,2,468
1.72,11,34,56,0,1703,12,3,458
1.55,23,27,84,0,1410,41,0,324
1.51,7,34,50,0,1695,43,0,182
1.84,5,44,103,1,1945,17,0,189
1.55,12,48,48,0,1612,4,0,96
1.67,6,35,56,1,1573,56,1,357
1.86,21,47,93,1,2149,5,2,935
1.61,5,22,52,0,1165,29,2,396
1.77,23,43,108,1,1267,16,0,339
1.52,6,29,56,0,1308,53,2,205
1.71,24,79,62,0,4276,22,1,370
1.88,9,61,76,1,2354,28,1,703
1.95,5,59,75,1,939,46,1,653
1.54,9,76,78,0,1944,45,0,669
1.97,25,74,84,1,2935,32,1,787
1.54,25,79,89,0,1472,19,0,681
1.79,14,74,57,1,2323,36,2,367
1.67,22,40,88,1,1732,6,1,432
1.61,14,37,60,1,1283,42,0,574
1.91,20,48,50,1,2353,44,0,648
1.98,24,80,101,1,4499,24,0,305
1.74,7,66,63,1,2165,24,1,187
1.54,6,25,56,0,1119,56,0,757
1.83,15,36,60,0,1465,45,0,704
1.8,5,43,83,1,1928,33,2,606
1.61,17,75,87,1,2209,43,0,190
1.75,22,58,51,0,2223,44,0,679
1.59,4,53,62,0,3133,15,0,559
1.8,1,68,74,0,967,13,2,727
1.99,17,30,85,1,1156,10,2,71
1.85,5,63,108,1,1940,54,3,997
1.72,3,43,99,1,1938,44,1,690
1.73,17,31,87,1,2164,47,1,539
1.55,7,31,80,0,1659,7,0,509
1.99,5,66,62,1,1041,4,2,367
1.84,16,49,101,1,2232,49,2,253
1.53,1,31,80,0,1469,25,0,422
1.68,18,59,82,1,3296,44,3,303
1.79,15,41,91,1,1265,52,2,999
1.93,13,26,68,1,991,21,0,277
1.55,16,79,82,0,1425,6,0,47
1.61,20,38,72,0,1677,29,3,991
1.69,15,46,60,0,6181,49,2,466
1.84,7,37,89,1,1515,14,1,701
1.75,6,73,50,0,1353,12,1,545
1.55,8,37,70,0,1838,38,3,376
1.58,19,79,47,0,3713,34,1,483
1.69,9,43,88,1,1135,8,0,96
1.68,19,45,66,0,1105,52,2,935
1.94,21,59,107,1,1986,59,2,320
1.79,22,44,52,1,1348,11,0,740
1.71,2,33,54,0,1354,12,0,712
1.66,12,50,62,1,1421,47,2,592
1.62,9,33,66,0,1327,16,2,416
1.63,5,63,65,0,2825,27,2,678
1.94,18,46,66,1,1303,37,1,545
1.63,0,45,62,0,3549,15,0,662
1.76,12,51,59,1,1235,21,3,546
1.76,15,42,84,1,3211,14,1,548
1.54,11,66,48,0,1223,22,2,736
1.64,11,23,55,1,2072,9,0,174
1.62,24,51,69,0,3211,34,3,30
1.73,7,39,87,0,1558,41,1,315
1.71,20,32,63,1,1799,58,3,578
1.63,6,64,56,0,1868,39,3,647
1.53,4,35,87,0,2126,32,1,650
1.94,21,77,103,1,1701,27,2,358
1.85,16,78,63,1,5372,11,0,457
1.65,4,72,88,1,1536,5,2,697
1.65,22,50,83,0,2366,43,0,775
1.69,6,57,107,1,1469,39,1,586
1.85,12,56,76,0,1714,7,2,447
1.79,22,64,81,0,1075,19,0,649
1.85,9,60,95,1,1052,32,0,903
1.93,3,65,90,1,3811,5,1,335
1.84,21,69,50,0,3583,26,0,299
1.83,15,37,49,0,2462,34,2,465
1.61,25,65,86,1,1676,54,2,265
1.77,18,24,54,1,1203,36,1,540
1.61,21,21,76,1,1980,51,1,256
2,0,38,53,1,2431,51,0,628
1.81,5,23,51,0,2023,17,1,242
1.65,25,73,67,0,1016,3,0,783
1.77,19,55,88,1,1786,4,0,443
1.84,5,29,60,0,1119,16,3,572
1.81,6,46,103,1,2017,20,1,830
1.5,6,61,50,0,1404,1,2,624
1.7,5,73,75,1,1155,59,2,267
1.51,14,40,85,0,1210,25,1,792
1.59,22,72,70,0,1194,3,1,686
1.73,1,61,50,0,1253,14,1,298
2,25,20,60,1,4304,41,1,718
1.77,18,40,54,1,1868,33,2,954
1.99,9,67,71,1,1914,52,0,807
1.6,15,78,85,1,1434,53,1,728
1.66,16,59,89,0,1265,48,3,743
1.81,0,47,76,0,1446,29,3,154
1.81,26,29,77,0,1090,26,3,123
1.6,23,40,91,1,1538,22,0,994
1.63,24,44,82,1,1199,49,0,156
1.54,5,35,49,0,1914,26,1,623
1.68,9,80,80,0,1639,10,0,596
2,9,33,64,1,1404,19,0,589
1.86,1,41,91,1,1502,14,3,334
1.72,7,58,67,0,4837,57,0,54
1.74,7,79,69,0,2618,11,2,556
1.81,1,63,50,0,1684,33,3,896
1.76,17,18,59,0,1334,14,3,323
1.75,15,27,85,1,1605,47,0,292
1.69,18,69,85,0,2701,34,1,524
1.79,16,22,57,0,1164,5,2,636
1.76,23,58,67,0,1528,30,1,698
1.84,19,34,61,1,1520,29,1,911
1.63,4,67,74,0,1703,1,1,935
1.65,14,70,57,0,1506,42,3,401
1.91,21,80,80,1,1770,36,0,355
1.59,12,62,45,0,1509,23,1,266
1.92,7,71,77,1,1579,26,0,104
1.64,19,25,74,1,2624,36,0,608
1.84,0,23,68,0,1614,26,2,533
1.97,23,24,80,1,5252,14,0,888
1.85,23,65,78,1,2267,20,0,265
1.52,12,39,56,0,1349,1,1,503
1.82,16,71,67,0,3749,13,0,240
1.75,18,25,92,1,1418,12,2,375
1.9,15,41,82,1,6541,32,1,817
1.71,9,28,61,0,1432,17,0,168
1.67,1,25,82,0,2075,38,0,704
1.54,20,42,86,0,1248,16,2,968
1.73,2,18,85,0,1424,58,0,406
1.72,17,55,87,1,1495,55,1,617
1.71,22,79,79,0,1108,39,1,351
1.59,13,48,82,0,2727,56,0,194
1.77,0,21,57,1,1617,37,2,301
2,13,79,69,1,4173,33,0,465
1.82,7,23,77,1,2445,10,1,315
1.81,23,63,52,1,1401,59,3,113
1.97,7,53,108,1,3273,40,2,493
1.78,8,42,54,0,3354,30,1,821
1.68,20,54,75,1,1404,1,2,628
1.69,9,28,61,0,1711,45,0,669
1.6,22,60,59,0,2051,29,1,717
1.78,26,66,47,0,2025,15,3,633
1.74,8,35,64,0,1678,5,1,289
1.8,3,53,71,0,1229,59,1,498
1.62,16,58,100,1,1450,43,0,663
1.7,10,42,47,0,1267,49,0,31
1.53,19,40,56,0,1500,38,0,252
1.77,10,38,48,0,1736,22,2,288
1.65,15,43,78,1,1650,34,3,240
1.76,26,28,84,0,5050,11,0,485
1.65,6,56,88,1,1842,3,0,357
1.74,4,29,76,0,1670,21,3,622
1.88,11,25,51,1,1971,11,0,519
1.81,7,25,90,0,1051,42,2,280
1.99,24,52,58,1,1622,23,3,285
1.62,4,42,78,1,1329,26,0,56
1.76,5,80,61,1,1532,18,1,530
1.54,26,27,47,0,1393,24,0,632
1.75,10,63,64,0,1784,23,2,110
1.94,12,53,56,1,1323,41,1,588
1.67,3,32,89,0,1399,20,0,729
1.59,5,65,63,0,2021,35,2,460
1.61,3,80,56,0,1632,26,2,169
1.88,8,22,104,1,1268,3,1,389
1.78,13,42,92,1,3358,17,0,721
1.73,16,38,51,0,1063,40,1,328
1.91,4,37,50,1,2820,41,2,363
1.72,23,41,98,1,3359,17,1,643
1.9,25,27,62,1,1631,19,3,498
1.95,0,48,57,1,1821,9,0,484
1.83,25,45,52,1,1993,35,0,167
1.98,14,65,68,1,1222,37,0,349
1.78,7,66,59,1,2523,49,1,128
1.9,17,63,91,1,1205,40,0,530
1.66,15,60,86,1,1249,8,1,700
1.64,0,55,65,1,1495,4,0,941
1.54,24,77,79,0,2150,33,1,575
1.54,4,48,59,0,2045,43,3,433
1.83,12,63,57,0,8796,55,1,411
1.71,24,45,109,1,2553,19,1,900
1.66,8,48,46,0,1756,8,1,357
1.6,23,59,88,1,1126,20,2,475
1.89,26,19,90,1,2596,7,2,719
1.8,4,52,65,1,1140,36,3,323
1.73,1,27,105,1,3471,23,2,685
1.51,22,30,74,0,2420,14,0,389
2,26,42,86,1,1279,28,0,634
1.78,24,50,68,0,4749,42,1,334
1.73,7,27,45,0,1112,53,0,352
1.75,7,68,61,1,5510,9,0,298
1.71,22,64,70,0,1637,14,0,599
1.67,2,45,102,1,5915,53,1,271
1.9,19,22,79,1,1147,42,2,73
1.96,3,23,91,1,1670,2,0,362
1.76,11,44,65,0,2296,17,1,612
1.89,5,59,74,1,2135,2,0,276
1.52,19,49,80,0,1599,16,1,579
1.8,15,19,61,0,1617,14,3,565
1.97,13,78,50,1,6538,1,0,412
1.62,13,77,70,1,2197,17,0,340
1.8,10,57,82,0,1914,57,0,88
1.7,9,53,100,1,1490,38,1,629
1.72,4,52,50,0,2218,29,3,729
1.88,0,51,87,1,1608,38,0,660
1.84,22,62,77,1,2161,18,1,540
1.57,6,44,55,0,2617,23,1,508
1.93,12,71,60,1,1330,55,3,452
1.98,22,26,81,1,1655,12,2,125
1.75,25,68,90,0,958,6,0,572
1.78,20,75,109,1,1172,3,1,984
1.59,24,67,59,0,4471,32,2,79
1.7,15,60,89,1,1152,37,0,528
1.61,16,71,58,0,1429,24,2,717
1.61,21,56,57,0,4243,49,2,595
1.62,26,32,100,1,1957,1,3,674
1.95,8,45,83,1,1855,11,0,678
1.82,4,27,53,0,2133,15,0,504
1.65,13,33,46,0,1284,29,3,895
1.96,10,44,84,1,1700,29,1,454
1.69,18,64,92,1,1940,56,2,841
1.67,17,64,78,0,1122,47,1,393
1.69,17,54,62,0,2103,15,0,376
1.77,6,73,74,0,1316,10,3,337
1.91,1,54,107,1,3501,19,2,918
1.95,10,41,82,1,2139,6,0,314
1.72,12,52,52,0,1311,26,0,300
1.52,17,70,59,0,1194,59,0,260
1.85,16,46,84,0,2590,56,1,447
1.57,5,75,54,0,1792,33,2,533
1.79,3,76,102,1,1042,40,3,664
1.74,22,50,53,0,2965,25,1,665
1.55,5,19,68,0,4317,52,1,628
1.89,10,79,53,1,4661,2,3,807
1.68,16,31,57,0,3094,43,1,828
1.95,10,69,60,1,1884,57,3,301
1.75,26,24,67,0,1084,4,2,585
1.84,9,26,64,0,916,38,0,606
1.85,25,62,104,1,1129,12,1,174
1.81,8,61,52,0,1078,19,3,841
1.87,6,65,65,1,1092,18,0,137
1.7,16,19,78,0,4158,49,1,509
1.98,22,69,86,1,1932,12,1,714
1.87,22,66,62,1,1852,40,0,683
1.6,22,59,51,1,2491,10,2,303
1.68,11,74,59,1,1542,47,1,149
1.64,3,44,98,1,1987,57,0,747
1.78,16,68,109,1,1545,53,0,501
1.96,8,53,59,1,2879,23,0,718
1.79,23,24,49,0,3253,32,1,514
1.82,11,26,46,0,1922,50,2,367
1.66,14,70,65,0,1065,33,0,64
1.69,5,57,45,0,3943,54,0,108
1.87,12,45,69,1,1120,18,1,225
1.64,7,29,96,1,1490,6,2,430
1.63,17,18,53,0,1224,54,2,560
1.87,19,68,76,1,4424,4,3,359
1.75,3,63,51,1,1419,44,0,733
1.72,9,69,52,1,3337,33,2,649
1.55,19,65,58,0,5006,5,1,307
1.96,4,80,88,1,1572,57,2,695
1.84,4,60,74,0,1312,9,2,544
1.71,6,79,66,0,1884,22,1,161
1.91,9,51,105,1,1582,14,0,894
1.65,11,74,85,0,1451,8,0,344
1.71,17,22,73,0,1423,14,0,306
1.89,6,78,100,1,2474,44,2,385
1.75,4,41,67,0,1326,46,2,188
1.79,8,47,89,0,1642,23,0,490
1.81,0,48,73,0,1183,21,3,351
1.84,9,67,87,0,2308,58,1,155
1.73,13,55,88,1,2618,56,2,916
1.72,10,39,66,0,1360,27,0,420
1.68,1,21,58,0,1272,18,2,323
1.84,15,46,74,0,1038,58,2,96
1.59,23,80,49,0,4125,45,1,118
1.66,3,30,75,1,1743,20,0,779
1.62,21,76,76,0,1422,19,2,21
1.62,8,25,70,1,1089,37,3,529
1.79,16,40,80,0,1297,54,1,716
1.75,13,22,87,0,1746,38,0,237
1.89,17,68,92,1,1364,35,3,90
1.64,13,69,48,0,1236,13,1,583
1.52,23,65,88,0,1004,13,2,578
1.93,13,41,98,1,2630,47,1,107
1.73,14,29,66,0,1658,37,0,884
1.84,8,34,85,0,1776,31,1,869
1.97,23,38,86,1,1773,19,0,429
1.97,5,66,100,1,1133,52,0,169
1.7,24,60,80,1,5343,36,0,774
1.66,7,21,59,0,1506,34,3,661
1.77,23,49,57,1,1035,7,0,729
1.63,24,70,108,1,1093,44,3,375
1.55,9,24,86,0,1270,21,0,633
1.5,20,22,53,0,5815,22,1,108
1.88,3,40,91,1,4137,44,2,653
1.78,20,48,70,1,2855,6,1,848
1.82,7,22,45,0,1421,17,2,100
1.7,2,67,62,0,1025,38,1,108
1.82,7,61,109,1,1699,52,0,490
1.72,8,35,74,1,1426,40,0,455
1.75,22,53,85,0,1157,8,1,737
1.86,7,24,75,1,5638,52,2,180
1.72,7,70,52,0,1063,19,3,414
1.85,0,48,102,1,1971,55,2,302
1.73,21,74,81,0,2217,3,1,257
1.71,23,70,72,1,1613,40,3,607
1.75,5,78,88,0,2777,17,1,475
1.82,11,43,68,0,1529,7,1,558
1.97,5,19,94,1,1323,6,0,223
1.66,20,66,58,0,1297,52,0,350
1.8,18,19,83,1,5467,13,1,693
1.78,3,38,80,0,2810,22,1,641
2,23,41,101,1,1427,50,1,532
1.51,18,59,81,0,1447,57,0,444
1.57,23,23,74,0,997,45,2,27
1.97,25,37,104,1,1246,9,2,436
1.97,19,25,64,1,1413,11,0,630
1.6,7,65,53,1,1436,31,0,727
1.67,19,22,71,1,6029,58,0,609
1.82,6,44,49,0,1185,23,2,645
1.58,24,52,58,0,1538,10,0,540
1.76,21,45,68,1,1513,16,0,446
